temperature,humidity,gas_ppm,vibration,light_lux,condition
7.49,41.19,213.97,0.22,208.14,normal
4.05,48.61,191.88,0.5,171.06,normal
18.46,57.63,199.66,0.63,164.14,abnormal
5.29,59.34,141.08,0.34,67.81,normal
2.29,44.34,151.77,0.52,130.99,normal
2.62,53.78,174.66,0.01,101.02,normal
4.44,40.85,171.99,0.08,172.24,normal
2.23,90.49,222.93,0.27,162.78,abnormal
5.4,47.05,219.44,0.01,186.02,normal
6.97,93.23,85.9,0.83,188.46,abnormal
4.04,48.64,174.78,0.68,177.54,normal
5.43,75.81,123.84,0.61,104.84,abnormal
5.99,53.16,129.36,0.36,235.98,normal
7.45,13.58,224.16,0.67,175.42,abnormal
4.44,47.81,94.55,0.6,119.08,normal
4.34,57.13,128.57,0.14,246.08,normal
4.82,45.87,201.07,0.89,114.03,normal
0.8,59.24,145.86,0.61,139.2,abnormal
2.73,47.8,103.31,0.72,129.8,normal
3.14,51.94,101.67,0.81,130.0,normal
7.5,59.96,194.77,0.48,59.19,normal
4.27,56.78,206.82,0.82,109.07,normal
7.38,56.44,164.53,0.13,67.35,normal
2.89,78.59,114.52,0.15,215.56,abnormal
2.2,50.42,206.67,0.52,173.86,normal
7.27,49.05,98.36,0.96,61.31,normal
2.05,47.2,204.47,0.23,89.84,normal
6.31,50.3,143.15,0.41,115.88,normal
3.38,53.28,545.32,0.13,193.57,abnormal
5.63,57.66,236.63,0.58,233.28,normal
-0.65,55.86,127.12,0.7,209.76,abnormal
2.19,58.07,237.46,0.49,94.49,normal
6.8,43.94,223.28,0.47,216.89,normal
5.26,53.78,131.64,0.76,69.33,normal
7.58,42.95,95.76,0.49,238.06,normal
5.1,50.04,191.03,0.96,1304.02,abnormal
2.9,46.21,245.48,0.34,142.63,normal
6.53,48.7,116.9,0.33,150.79,normal
3.69,58.88,138.96,0.13,92.64,normal
5.01,59.01,104.43,0.75,248.43,normal
2.89,46.22,207.13,0.13,114.39,normal
2.41,49.32,169.49,0.56,87.31,normal
2.28,44.99,137.19,0.23,197.24,normal
7.77,43.18,247.79,0.44,144.56,normal
4.27,40.89,101.85,0.55,149.03,normal
6.18,50.01,93.44,0.67,61.12,normal
3.25,53.68,219.66,0.72,128.01,normal
3.14,47.43,207.51,0.14,75.68,normal
2.21,56.83,201.02,0.94,101.38,normal
-4.98,56.38,82.59,0.39,105.47,abnormal
2.85,55.77,181.58,0.93,120.51,normal
3.63,44.09,91.75,0.8,220.04,normal
2.73,57.03,118.55,0.82,227.43,normal
7.6,43.29,153.46,0.62,55.7,normal
2.27,44.12,187.64,0.23,110.31,normal
4.19,54.23,199.17,0.81,193.39,normal
6.4,50.47,95.69,0.93,152.35,normal
6.26,58.61,230.05,0.12,164.54,normal
5.64,44.35,154.31,0.92,152.99,normal
3.73,57.35,241.94,0.21,73.5,normal
3.37,52.04,124.89,0.04,225.97,normal
4.7,53.72,246.7,0.73,225.68,normal
3.31,47.93,677.99,0.46,194.61,abnormal
2.04,40.36,148.46,0.41,249.6,normal
4.41,40.07,244.39,0.38,193.41,normal
7.95,57.05,100.42,0.97,207.49,normal
2.76,51.62,237.75,0.86,150.69,normal
2.99,51.11,556.95,0.44,135.33,abnormal
3.29,44.12,224.58,0.91,194.38,normal
5.52,56.77,176.89,0.66,57.34,normal
5.96,47.94,230.87,0.54,247.71,normal
3.21,53.07,124.99,1.0,154.21,normal
5.47,59.99,95.57,0.97,181.56,normal
4.6,41.96,244.37,2.73,55.82,abnormal
3.41,51.15,95.02,0.76,53.8,normal
6.36,44.51,143.97,0.63,155.81,normal
4.46,46.76,139.43,0.36,246.97,normal
5.75,47.45,238.45,0.17,174.53,normal
6.53,58.43,115.46,0.85,88.68,normal
4.02,49.93,163.11,0.46,153.93,normal
4.2,44.19,214.01,0.43,91.72,normal
2.54,45.14,181.25,0.58,94.01,normal
5.33,59.2,190.9,0.8,85.83,normal
7.13,43.84,183.33,0.01,212.28,normal
13.63,40.55,95.98,0.08,171.96,abnormal
5.15,40.0,128.12,0.75,132.54,normal
5.71,55.16,124.46,0.59,52.55,normal
6.36,59.02,96.53,0.93,205.47,normal
6.95,89.08,83.15,0.84,246.15,abnormal
5.42,41.79,246.81,0.48,156.06,normal
4.73,28.77,144.75,0.67,127.42,abnormal
2.22,53.51,100.09,0.8,202.34,normal
4.59,44.47,109.49,0.36,209.69,normal
4.63,43.16,125.38,0.36,246.84,normal
7.07,52.91,141.53,0.68,173.61,normal
7.26,49.34,100.15,0.68,111.65,normal
7.0,49.33,164.85,0.63,86.58,normal
4.48,56.34,179.66,0.51,131.26,normal
5.22,52.82,173.55,0.75,56.99,normal
4.06,52.1,114.08,0.35,125.7,normal
6.98,58.41,180.5,5.32,239.78,abnormal
4.46,45.43,164.35,2.67,90.15,abnormal
7.04,53.16,230.45,0.77,120.13,normal
7.23,45.28,136.91,0.44,198.28,normal
3.56,51.67,125.06,0.44,65.66,normal
5.77,54.77,126.76,0.44,100.55,normal
2.22,52.77,123.04,0.77,98.27,normal
5.6,40.11,203.25,0.68,199.61,normal
3.89,44.54,186.04,0.33,55.4,normal
6.89,45.59,227.37,0.03,243.57,normal
4.25,50.64,113.78,0.53,234.98,normal
3.12,52.14,122.1,0.6,110.59,normal
2.26,58.38,217.94,0.03,94.28,normal
7.81,57.51,94.85,0.0,225.98,normal
6.86,54.13,222.53,0.31,59.18,normal
2.85,47.22,119.18,0.53,176.33,normal
3.21,45.83,147.08,0.28,135.41,normal
7.99,59.08,147.0,0.43,57.47,normal
7.14,42.73,162.57,0.82,164.08,normal
2.67,51.89,213.04,0.71,201.58,normal
6.89,41.07,95.09,0.18,147.85,normal
6.83,42.2,228.55,0.33,128.35,normal
5.55,84.23,176.18,0.47,153.67,abnormal
7.01,48.54,124.81,2.86,114.29,abnormal
3.62,93.93,169.78,0.21,118.28,abnormal
6.01,90.37,196.66,0.41,87.15,abnormal
6.36,57.21,159.96,0.43,144.09,normal
5.82,58.29,172.1,0.94,238.29,normal
3.43,54.38,236.81,0.86,164.0,normal
4.95,45.07,181.7,0.59,243.08,normal
17.0,59.32,234.57,0.25,132.25,abnormal
2.05,58.33,165.85,0.98,147.86,normal
2.27,56.05,148.76,0.64,73.82,normal
4.56,40.82,86.09,0.46,91.0,normal
5.87,48.83,204.23,0.51,89.26,normal
3.53,56.83,139.72,0.21,235.94,normal
3.71,53.57,227.56,0.88,174.04,normal
5.08,52.29,112.15,0.87,160.82,normal
3.47,53.26,146.29,0.99,99.14,normal
4.95,20.39,206.84,0.5,103.4,abnormal
3.6,40.83,175.53,0.57,113.09,normal
3.29,44.0,111.65,0.63,142.23,normal
2.03,24.26,138.19,0.42,175.0,abnormal
6.46,43.18,221.68,0.65,229.79,normal
5.59,52.45,144.79,0.22,241.88,normal
2.99,44.92,224.45,0.4,102.95,normal
3.47,48.8,189.25,0.12,120.64,normal
7.05,56.09,196.04,0.21,82.67,normal
7.2,52.56,140.74,0.09,245.28,normal
2.13,42.56,93.33,0.95,78.01,normal
7.98,57.09,238.66,0.13,231.71,normal
7.25,55.64,85.53,0.24,243.54,normal
3.78,80.76,156.21,0.92,121.78,abnormal
4.91,48.94,114.78,0.81,238.23,normal
6.99,46.59,195.58,0.24,215.97,normal
2.51,43.14,104.71,0.68,202.94,normal
7.59,27.04,179.77,0.87,69.69,abnormal
7.22,47.3,159.4,0.42,155.57,normal
6.34,46.73,137.54,0.04,60.73,normal
5.45,54.56,224.91,0.62,218.99,normal
5.01,47.75,194.79,0.34,214.91,normal
5.07,45.63,205.71,0.88,219.06,normal
5.06,42.72,123.4,0.41,108.1,normal
3.99,48.87,224.61,0.6,122.22,normal
5.61,56.0,238.81,0.37,116.53,normal
7.15,50.16,201.01,0.66,139.33,normal
3.8,55.35,156.84,0.5,148.63,normal
7.24,47.4,229.5,0.12,93.37,normal
7.11,54.73,218.08,0.25,169.23,normal
2.1,41.24,128.45,0.33,122.84,normal
6.99,51.38,842.33,0.46,103.03,abnormal
7.36,48.73,102.54,0.68,118.18,normal
7.07,42.35,136.08,0.59,118.7,normal
3.01,49.01,155.95,0.62,208.25,normal
2.74,43.1,211.89,0.15,79.51,normal
4.16,56.11,240.13,0.82,239.69,normal
3.21,42.06,234.09,0.64,59.89,normal
7.76,46.73,120.91,0.29,121.13,normal
4.18,48.7,111.85,2.49,248.42,abnormal
3.29,47.46,244.92,0.66,1199.36,abnormal
4.49,11.08,219.46,0.61,201.73,abnormal
6.82,51.61,85.09,0.42,193.51,normal
2.48,41.78,234.82,0.68,161.83,normal
2.56,54.36,157.65,0.23,128.19,normal
2.28,58.76,195.88,0.24,63.71,normal
2.22,51.52,243.8,0.52,151.24,normal
6.08,59.59,85.68,0.37,202.49,normal
2.47,42.16,223.01,0.17,82.35,normal
2.2,54.16,196.62,0.73,191.52,normal
3.46,21.75,111.44,0.0,183.82,abnormal
5.36,48.95,108.83,0.65,240.41,normal
5.69,50.56,128.17,0.94,153.95,normal
4.47,49.06,148.71,0.75,104.59,normal
-0.57,50.87,130.83,0.7,87.12,abnormal
6.6,48.7,161.72,0.15,213.23,normal
7.09,45.15,190.2,0.19,186.84,normal
4.97,56.41,149.1,0.44,206.98,normal
2.56,53.86,160.64,0.82,110.47,normal
3.01,47.76,155.8,0.09,236.45,normal
6.89,44.34,214.84,0.62,116.99,normal
3.96,56.16,148.57,0.65,89.2,normal
7.65,52.53,214.68,0.58,52.22,normal
5.39,47.5,210.16,0.59,128.09,normal
6.85,41.28,232.55,0.66,157.55,normal
5.46,55.81,121.31,0.77,176.03,normal
-3.4,51.2,103.35,0.9,95.31,abnormal
4.92,51.16,125.87,0.98,185.1,normal
5.09,49.84,131.14,0.88,154.17,normal
5.01,41.03,125.13,0.33,166.82,normal
7.48,46.51,211.84,0.66,180.35,normal
6.74,47.44,216.19,0.5,162.32,normal
7.32,46.75,224.45,0.13,129.12,normal
5.91,45.22,123.43,0.6,92.97,normal
3.35,49.34,142.5,0.11,242.43,normal
7.3,55.99,110.19,0.06,80.19,normal
4.59,45.0,829.22,0.87,77.46,abnormal
2.5,51.49,177.18,0.53,184.13,normal
6.83,48.18,186.65,0.24,113.32,normal
2.3,76.75,124.73,0.19,87.13,abnormal
5.38,57.36,160.88,0.42,192.04,normal
7.13,53.43,197.61,0.05,105.83,normal
5.29,40.03,86.89,0.98,210.08,normal
2.46,56.47,87.35,0.36,75.38,normal
3.6,49.18,222.56,0.78,233.66,normal
6.6,47.24,181.76,0.33,76.54,normal
3.08,52.33,152.97,0.96,210.35,normal
7.42,50.08,112.94,0.31,223.47,normal
4.87,57.94,202.32,0.12,58.03,normal
5.57,43.06,231.21,0.14,130.29,normal
3.73,56.07,114.2,0.46,106.5,normal
7.8,43.1,128.18,0.08,75.25,normal
6.8,43.59,152.25,0.35,221.18,normal
3.21,41.73,150.35,0.36,152.04,normal
2.87,49.07,136.4,0.15,141.38,normal
2.32,44.84,186.94,0.47,61.49,normal
3.88,40.15,231.17,0.36,199.67,normal
7.54,51.0,87.08,0.58,819.21,abnormal
2.43,43.56,198.63,2.37,126.61,abnormal
3.22,43.6,544.56,0.8,87.52,abnormal
6.56,58.38,82.84,0.87,104.53,normal
5.5,46.39,93.92,0.87,116.17,normal
7.38,51.63,112.02,0.86,191.25,normal
2.89,43.53,196.18,0.41,155.66,normal
7.57,46.62,98.76,0.02,194.15,normal
7.14,53.05,91.01,0.71,158.87,normal
3.9,41.0,117.63,0.28,204.94,normal
3.35,48.33,209.87,0.01,146.4,normal
6.2,43.87,199.09,0.05,165.53,normal
3.69,48.11,248.45,0.23,235.82,normal
5.88,41.92,158.61,0.83,199.34,normal
2.67,43.68,199.64,0.87,83.92,normal
6.83,57.25,236.47,4.51,163.08,abnormal
4.69,56.81,171.64,0.38,71.69,normal
4.67,40.74,182.73,0.49,197.9,normal
5.38,40.61,199.25,5.92,187.13,abnormal
7.35,51.79,211.66,0.61,159.64,normal
5.9,49.76,116.02,0.89,107.5,normal
5.11,54.27,123.81,0.3,127.14,normal
6.81,45.92,248.77,0.35,79.85,normal
5.43,58.63,142.66,0.02,149.49,normal
7.19,10.13,124.36,0.18,52.47,abnormal
5.89,48.51,190.93,0.72,140.03,normal
6.91,48.21,209.21,0.98,216.04,normal
6.73,56.38,91.03,0.56,152.51,normal
2.71,59.8,230.65,0.79,936.01,abnormal
5.9,51.79,223.53,0.0,161.15,normal
2.29,57.45,249.09,0.5,131.24,normal
2.14,58.58,216.39,0.67,154.78,normal
4.95,49.92,88.46,0.28,167.73,normal
4.31,42.59,243.0,0.11,117.17,normal
6.64,52.0,148.21,0.43,242.83,normal
5.81,59.24,141.54,0.7,162.59,normal
5.56,43.34,86.28,0.87,230.32,normal
3.23,48.03,225.43,0.73,163.79,normal
4.76,45.65,170.21,0.67,84.94,normal
4.98,42.12,159.39,0.27,212.09,normal
5.83,43.78,172.03,0.55,196.16,normal
4.98,50.19,240.46,0.28,140.23,normal
7.18,52.28,185.9,0.68,116.62,normal
3.3,44.7,145.73,0.58,143.94,normal
4.1,55.46,223.2,0.61,62.32,normal
3.53,52.81,100.93,0.38,148.18,normal
5.41,59.24,177.78,0.21,97.8,normal
5.76,44.91,174.37,0.56,57.92,normal
5.18,50.31,205.47,0.78,124.78,normal
7.06,43.56,197.22,0.05,169.64,normal
5.29,49.82,161.61,0.12,87.26,normal
5.55,53.29,113.48,0.75,74.44,normal
7.84,56.01,103.37,0.22,138.1,normal
4.59,58.11,81.37,0.24,180.2,normal
6.87,48.79,222.2,0.64,61.1,normal
4.89,53.2,203.21,0.78,162.51,normal
3.22,58.29,193.78,0.21,178.15,normal
3.49,58.5,93.0,0.69,148.99,normal
5.53,58.0,158.1,0.05,104.33,normal
6.72,47.61,199.31,0.37,178.73,normal
0.29,45.13,113.91,0.1,157.17,abnormal
4.76,40.1,168.55,3.26,53.31,abnormal
3.63,55.48,178.47,0.92,103.2,normal
6.72,41.35,130.97,0.86,205.9,normal
3.56,43.86,127.33,0.58,72.95,normal
18.51,55.99,165.84,0.88,172.99,abnormal
7.63,52.83,116.4,0.16,219.5,normal
3.47,48.97,242.05,0.21,111.34,normal
5.8,42.01,135.24,0.5,221.02,normal
4.22,41.06,95.73,0.98,132.41,normal
2.97,43.75,221.47,0.33,823.33,abnormal
2.98,58.24,243.46,0.83,118.34,normal
4.34,54.18,108.83,0.66,163.92,normal
7.02,41.67,155.62,0.67,95.81,normal
7.48,58.37,216.24,0.93,216.64,normal
6.11,54.41,88.61,0.05,208.28,normal
7.12,41.54,664.9,1.0,121.49,abnormal
4.02,41.49,187.51,0.74,198.04,normal
3.02,45.82,98.14,0.34,63.48,normal
7.43,46.75,123.03,0.83,155.76,normal
3.62,78.83,194.6,0.43,121.93,abnormal
2.84,46.81,239.86,0.8,63.47,normal
6.55,46.39,99.82,0.65,598.9,abnormal
4.84,43.41,90.12,0.33,197.54,normal
3.07,41.71,179.43,0.12,187.11,normal
2.96,51.66,183.29,0.5,108.04,normal
6.51,44.33,167.25,0.36,190.65,normal
3.14,42.42,912.83,0.41,80.77,abnormal
2.97,54.21,98.37,3.21,58.59,abnormal
7.41,52.93,199.31,0.44,245.94,normal
5.12,48.06,186.12,0.54,188.21,normal
3.12,55.99,101.19,0.66,141.41,normal
7.7,59.03,235.23,0.31,104.62,normal
2.74,58.18,133.27,0.8,193.86,normal
2.15,41.9,112.42,0.52,226.53,normal
4.16,56.58,170.72,0.17,242.93,normal
5.26,58.68,245.38,0.73,79.51,normal
6.41,45.04,109.61,0.39,216.73,normal
7.99,43.16,249.15,0.31,237.46,normal
2.95,85.74,154.97,0.04,139.64,abnormal
3.87,42.69,236.18,0.2,248.57,normal
5.54,50.71,188.76,0.91,926.61,abnormal
4.82,41.04,171.64,0.88,223.03,normal
2.8,40.79,190.55,0.18,108.42,normal
2.12,56.65,198.82,0.88,124.07,normal
6.13,56.29,208.24,0.71,148.61,normal
6.79,91.09,103.39,0.28,136.45,abnormal
2.39,54.9,193.29,0.53,184.18,normal
4.91,56.88,207.92,0.95,191.92,normal
5.31,53.99,117.32,0.66,210.99,normal
7.57,51.53,234.33,0.65,244.05,normal
6.66,49.19,190.65,0.52,145.62,normal
12.74,53.01,119.48,0.9,141.32,abnormal
2.47,52.28,142.43,0.24,214.12,normal
6.09,51.86,194.66,0.65,113.75,normal
4.81,41.14,81.16,0.47,220.93,normal
4.97,47.5,202.95,0.55,204.87,normal
3.7,51.56,184.03,0.91,89.56,normal
4.27,48.32,242.89,0.13,64.14,normal
2.07,46.51,178.4,0.07,206.23,normal
3.68,47.18,207.2,0.16,124.16,normal
2.6,56.34,220.16,0.71,198.5,normal
4.11,41.93,150.29,0.66,120.88,normal
7.54,41.99,181.43,0.5,842.62,abnormal
7.86,56.13,152.91,0.4,121.1,normal
7.66,46.7,85.17,0.06,97.47,normal
-4.16,45.22,151.37,0.7,218.66,abnormal
4.8,59.21,86.72,0.71,226.7,normal
3.03,52.67,172.65,0.14,66.04,normal
6.75,50.53,185.75,0.73,200.02,normal
7.16,53.49,206.09,0.85,114.03,normal
6.93,41.41,107.41,0.75,239.6,normal
6.54,49.96,218.85,0.07,111.16,normal
-3.57,59.76,232.6,1.0,150.77,abnormal
3.44,56.33,204.44,0.33,244.22,normal
6.98,40.54,218.39,0.53,1009.43,abnormal
6.23,45.96,241.81,0.72,185.5,normal
-4.59,43.06,92.89,0.25,158.79,abnormal
2.81,45.24,151.85,0.42,160.03,normal
5.85,52.65,111.23,0.06,163.57,normal
7.17,57.08,115.64,0.13,54.12,normal
3.87,49.91,116.22,0.2,111.09,normal
4.47,41.33,87.65,0.02,218.69,normal
2.07,45.85,113.88,0.23,123.28,normal
5.43,12.66,202.53,0.76,249.7,abnormal
2.77,44.64,243.22,0.42,222.13,normal
2.78,41.7,144.22,0.78,192.15,normal
5.6,55.17,239.96,0.55,193.06,normal
4.72,48.47,205.04,5.67,222.95,abnormal
4.88,53.13,101.89,0.21,157.41,normal
5.44,52.29,189.35,0.8,58.34,normal
3.35,45.5,99.87,0.25,118.32,normal
7.58,56.17,94.36,0.74,141.25,normal
3.68,50.77,232.8,0.03,242.37,normal
4.42,46.23,195.15,0.25,176.74,normal
7.26,56.1,166.7,0.62,231.43,normal
7.91,52.75,120.53,0.39,78.04,normal
3.67,46.11,112.51,0.24,86.54,normal
5.38,45.03,240.34,0.23,112.8,normal
4.74,42.81,89.27,0.47,176.98,normal
3.18,51.18,127.45,0.06,229.07,normal
5.89,54.38,208.48,0.67,103.4,normal
2.22,55.18,236.13,4.83,185.51,abnormal
6.19,50.07,169.36,0.97,167.56,normal
6.29,54.6,245.74,0.8,1262.29,abnormal
2.23,55.59,195.45,0.01,105.45,normal
5.71,49.89,244.88,0.99,206.46,normal
2.63,48.87,193.67,0.54,53.12,normal
19.43,40.46,197.99,0.31,135.5,abnormal
5.13,45.14,126.48,0.96,75.22,normal
6.94,59.22,90.08,0.26,159.72,normal
2.69,40.31,99.97,0.46,205.72,normal
2.94,49.26,87.99,0.29,108.75,normal
2.17,44.89,132.35,0.38,134.63,normal
7.95,57.5,191.74,0.26,212.26,normal
6.53,52.78,89.7,0.8,95.52,normal
4.78,52.49,229.32,4.0,167.98,abnormal
4.42,51.47,128.22,0.02,221.01,normal
7.57,53.6,90.06,0.51,203.56,normal
2.82,41.67,124.93,0.36,125.79,normal
5.06,42.49,158.83,0.59,229.51,normal
2.13,45.42,233.6,0.46,89.56,normal
7.33,91.12,159.73,0.03,212.5,abnormal
3.98,47.6,133.58,0.88,1171.75,abnormal
2.44,46.73,98.57,0.07,168.37,normal
16.4,40.56,81.97,0.1,197.4,abnormal
3.22,55.68,141.28,0.13,65.08,normal
3.59,52.93,152.05,0.93,180.8,normal
6.52,56.33,175.29,0.67,815.96,abnormal
2.74,48.19,243.76,0.31,202.89,normal
5.67,45.4,104.08,0.79,67.05,normal
6.96,46.29,154.56,0.77,225.58,normal
2.93,50.6,202.37,0.62,62.01,normal
7.11,51.61,224.86,0.31,56.28,normal
2.8,46.95,142.97,0.23,119.56,normal
3.24,53.39,238.6,0.33,178.97,normal
2.18,40.56,217.0,0.32,224.57,normal
5.05,51.72,230.03,0.63,140.21,normal
3.56,55.8,130.1,0.13,86.17,normal
4.84,49.77,123.03,0.78,104.69,normal
6.77,44.91,132.04,0.28,60.57,normal
4.32,50.64,166.88,0.14,109.53,normal
7.76,53.43,141.91,0.37,91.58,normal
3.37,57.72,249.58,0.35,180.32,normal
6.83,40.41,97.11,0.12,227.19,normal
4.81,57.19,123.06,0.98,196.23,normal
2.26,55.11,90.28,0.83,172.9,normal
-4.15,52.64,122.99,0.03,162.73,abnormal
2.82,53.37,231.77,0.1,145.38,normal
6.11,55.48,116.99,0.37,179.82,normal
6.08,53.85,179.36,0.25,176.92,normal
5.19,58.95,239.43,0.46,164.64,normal
7.55,48.55,213.68,0.5,232.07,normal
6.36,46.72,215.73,0.6,199.69,normal
5.74,56.85,204.62,0.88,84.66,normal
6.35,49.86,228.59,0.68,222.63,normal
4.64,42.13,118.86,0.85,236.36,normal
2.14,44.27,244.05,0.39,183.13,normal
4.32,49.23,236.08,0.27,56.08,normal
7.87,45.56,236.91,0.34,123.32,normal
5.31,44.63,93.51,0.12,53.18,normal
2.82,57.39,102.31,0.72,82.39,normal
5.9,53.58,137.55,0.36,208.63,normal
7.68,48.85,238.31,0.42,981.52,abnormal
3.24,44.2,198.87,0.22,200.4,normal
7.97,49.14,204.34,0.13,138.09,normal
4.51,54.92,512.26,0.82,118.94,abnormal
2.83,40.03,154.97,0.17,101.49,normal
3.51,59.93,168.73,0.96,1069.25,abnormal
7.83,58.53,138.36,0.87,63.66,normal
3.49,29.39,140.54,0.0,163.56,abnormal
5.34,44.44,193.1,0.57,122.27,normal
3.26,44.66,156.38,0.83,95.55,normal
4.86,43.86,967.9,0.94,198.42,abnormal
2.31,59.57,107.18,0.69,183.97,normal
5.83,57.9,416.08,0.15,158.82,abnormal
5.64,49.44,109.38,0.56,175.65,normal
2.94,55.06,168.82,0.85,245.1,normal
3.47,59.92,198.94,0.57,204.49,normal
3.26,56.26,217.82,0.91,228.73,normal
4.79,47.02,158.24,0.45,174.21,normal
3.18,56.38,173.64,0.54,208.87,normal
3.7,41.34,601.73,0.17,209.06,abnormal
7.68,58.66,88.0,0.51,159.25,normal
4.1,54.01,162.38,0.34,158.24,normal
15.88,51.5,96.48,0.34,109.34,abnormal
4.63,58.03,146.44,0.62,185.43,normal
3.07,48.58,137.65,0.54,74.97,normal
2.81,46.17,244.5,0.23,160.69,normal
3.94,40.92,242.25,0.26,130.27,normal
7.26,45.22,112.87,0.3,223.96,normal
2.64,90.68,236.65,0.71,227.33,abnormal
7.81,48.83,232.05,0.56,225.4,normal
5.06,56.68,239.12,0.9,239.38,normal
4.68,52.41,242.82,0.09,129.06,normal
4.62,52.82,246.32,0.29,68.33,normal
3.42,51.58,171.46,0.89,93.33,normal
2.43,43.2,177.75,0.88,71.9,normal
4.14,53.4,168.66,0.15,228.77,normal
5.28,15.41,80.47,0.04,175.65,abnormal
4.07,56.04,222.46,0.37,207.27,normal
4.59,53.94,180.21,0.76,216.74,normal
7.64,44.41,244.73,0.73,143.92,normal
4.05,49.93,103.97,0.39,146.75,normal
2.43,57.05,80.83,0.55,118.28,normal
7.18,46.98,179.79,0.37,78.37,normal
4.04,47.77,83.35,0.58,206.9,normal
4.0,49.82,171.41,3.63,171.15,abnormal
3.23,44.04,234.71,0.07,232.04,normal
5.82,46.77,112.14,0.59,114.64,normal
5.22,52.33,195.54,1.0,138.76,normal
4.65,59.31,205.18,0.8,135.24,normal
3.63,47.55,221.37,0.79,99.5,normal
7.96,55.68,204.65,0.08,223.54,normal
3.85,59.0,113.49,0.56,66.49,normal
6.96,58.06,120.52,0.91,141.69,normal
2.48,47.16,161.26,0.49,110.21,normal
3.95,59.44,221.67,0.44,74.39,normal
6.56,54.49,132.29,0.27,147.81,normal
3.4,41.27,98.5,0.73,150.62,normal
4.51,54.18,196.63,0.17,176.6,normal
6.28,51.52,179.49,0.8,229.41,normal
2.96,46.28,213.53,0.01,189.74,normal
7.17,42.77,198.33,0.29,104.62,normal
7.54,47.02,157.07,0.8,64.21,normal
6.0,42.21,241.6,0.65,125.97,normal
3.89,50.96,222.43,0.58,228.39,normal
6.91,46.2,154.83,0.4,234.13,normal
7.68,55.04,147.91,0.37,144.77,normal
4.41,45.03,245.35,0.05,120.56,normal
6.03,58.57,224.48,0.14,137.16,normal
3.92,43.7,163.47,0.06,164.65,normal
4.97,42.69,174.91,0.49,78.72,normal
6.44,42.83,80.84,0.08,189.97,normal
2.24,57.81,108.93,0.83,143.48,normal
5.87,48.64,196.55,0.03,125.98,normal
3.83,57.22,153.4,0.58,99.15,normal
2.53,44.94,112.98,0.54,87.98,normal
7.39,44.84,83.37,0.08,234.36,normal
5.05,53.37,148.08,0.25,156.36,normal
4.99,47.43,198.41,0.36,163.9,normal
2.45,43.86,183.46,0.94,119.29,normal
5.14,46.35,239.37,0.96,225.94,normal
5.01,54.25,95.13,0.24,119.82,normal
4.55,52.35,245.47,0.25,247.4,normal
5.26,56.11,140.42,0.89,157.44,normal
2.41,53.07,236.98,0.33,186.5,normal
2.74,52.29,179.14,0.11,1322.23,abnormal
2.77,57.21,238.83,0.31,144.11,normal
3.01,43.92,216.29,0.68,157.34,normal
5.15,47.24,99.88,0.97,141.51,normal
5.39,56.77,230.7,0.05,212.53,normal
5.93,58.61,224.36,0.81,171.34,normal
6.72,52.4,225.53,0.74,222.77,normal
3.13,59.1,157.21,0.1,75.72,normal
6.81,52.74,177.26,0.63,229.81,normal
4.3,56.53,218.64,0.72,133.41,normal
2.21,47.81,152.25,0.22,208.4,normal
7.91,47.06,168.73,0.29,196.36,normal
3.94,53.47,95.53,0.28,97.0,normal
3.88,58.89,181.2,0.53,106.76,normal
7.36,41.23,230.3,0.53,87.93,normal
14.88,47.38,209.19,0.75,92.47,abnormal
-1.91,57.1,188.74,0.88,171.62,abnormal
2.84,45.4,131.39,0.79,67.21,normal
14.68,41.92,174.73,0.24,115.71,abnormal
7.63,42.58,227.87,0.47,178.61,normal
4.13,45.15,147.63,0.44,138.76,normal
3.35,46.41,174.76,0.11,143.63,normal
7.45,48.13,97.98,0.89,99.41,normal
6.63,54.9,101.68,0.27,142.53,normal
2.83,41.38,90.01,0.64,91.54,normal
7.12,52.73,176.8,0.44,144.51,normal
7.83,52.88,598.34,0.18,107.6,abnormal
3.13,54.1,221.48,0.07,76.32,normal
2.26,49.0,99.03,4.4,79.61,abnormal
5.6,51.35,213.88,0.32,183.59,normal
3.73,43.62,214.26,0.09,238.08,normal
3.06,56.66,200.05,0.86,194.33,normal
2.53,40.08,126.94,0.25,128.77,normal
3.6,15.02,220.03,0.75,162.69,abnormal
5.53,45.06,106.57,0.76,234.65,normal
2.34,52.59,108.08,0.89,138.29,normal
3.43,43.14,166.46,0.85,151.45,normal
7.53,16.39,162.01,0.06,233.2,abnormal
6.5,44.36,82.43,0.59,229.9,normal
3.27,59.51,138.16,0.73,134.83,normal
7.31,15.67,142.84,0.41,145.89,abnormal
3.85,49.25,84.73,0.29,210.69,normal
3.32,54.23,219.41,0.35,207.79,normal
4.48,57.28,128.46,0.82,63.01,normal
4.46,44.01,100.58,0.31,90.8,normal
2.41,59.79,142.3,5.15,218.63,abnormal
5.41,47.73,199.62,0.57,232.62,normal
6.73,40.25,213.56,0.64,203.83,normal
3.31,54.88,106.09,0.57,895.16,abnormal
3.54,42.79,81.48,0.16,244.15,normal
2.56,45.31,140.03,0.92,176.78,normal
3.19,52.82,119.07,0.4,59.01,normal
2.86,48.59,116.38,0.18,219.25,normal
2.46,55.8,106.39,0.59,78.55,normal
6.67,47.23,208.73,0.31,245.79,normal
