temperature,humidity,gas_ppm,vibration,condition
0.19,72.37,261.22,0.75,abnormal
5.93,71.63,344.5,0.7,normal
12.72,71.8,207.94,0.96,abnormal
2.96,99.16,191.79,1.15,abnormal
5.31,70.15,213.01,1.06,normal
2.89,67.83,170.44,0.14,normal
4.1,79.43,307.47,0.82,normal
2.79,76.87,276.17,0.3,normal
3.62,71.46,195.14,1.32,normal
2.31,66.68,300.01,6.81,abnormal
5.85,84.83,169.06,1.44,normal
4.88,75.49,505.87,1.37,abnormal
2.11,81.21,267.22,0.5,normal
4.2,81.75,254.77,0.02,normal
3.34,77.74,249.47,1.09,normal
2.48,79.5,790.86,0.0,abnormal
2.85,72.36,308.42,0.2,normal
3.24,66.42,174.63,0.79,normal
3.15,75.78,195.17,0.6,normal
5.35,76.73,301.3,0.61,normal
4.89,83.83,271.31,0.76,normal
3.81,71.7,233.65,0.14,normal
4.98,79.61,176.01,5.68,abnormal
13.81,77.61,305.6,0.51,abnormal
3.58,73.71,308.15,0.07,normal
2.47,67.58,306.06,0.03,normal
2.77,84.81,254.05,0.3,normal
5.54,66.77,324.25,0.04,normal
3.82,71.41,299.03,0.15,normal
2.87,82.95,221.16,1.23,normal
2.73,76.44,247.08,1.27,normal
4.25,83.05,274.24,1.48,normal
5.0,90.4,198.42,1.34,abnormal
4.11,73.95,188.81,0.45,normal
4.67,76.01,328.74,0.2,normal
2.93,72.49,294.77,0.08,normal
3.81,78.88,271.14,0.07,normal
4.26,79.15,310.66,0.43,normal
2.06,84.91,348.38,0.87,normal
5.02,79.12,274.76,0.94,normal
4.29,72.52,306.1,0.44,normal
4.42,77.01,295.95,1.02,normal
2.36,45.44,179.04,1.18,abnormal
4.55,76.38,179.39,0.85,normal
5.09,82.75,263.9,1.19,normal
0.67,67.17,317.84,1.21,abnormal
5.12,80.53,235.97,0.85,normal
10.85,78.99,348.0,0.71,abnormal
2.47,80.28,344.47,0.05,normal
5.0,71.19,338.61,1.09,normal
2.88,78.4,270.48,0.54,normal
5.8,67.77,329.41,1.14,normal
5.31,98.97,342.0,1.33,abnormal
2.57,78.9,272.0,0.51,normal
5.4,67.94,268.1,0.54,normal
3.74,70.32,306.72,0.57,normal
3.63,66.46,315.84,0.02,normal
3.7,78.44,287.13,0.22,normal
4.11,76.43,346.09,1.13,normal
2.77,70.34,258.29,0.36,normal
3.24,75.18,275.21,0.06,normal
5.84,74.57,194.75,0.01,normal
4.4,53.15,227.86,1.5,abnormal
5.92,72.74,190.41,0.12,normal
4.45,81.47,314.66,0.04,normal
4.11,47.24,205.85,0.44,abnormal
5.43,71.43,240.63,1.16,normal
2.78,76.65,810.32,0.62,abnormal
4.92,69.41,205.96,0.03,normal
3.77,70.63,182.46,1.07,normal
2.56,73.06,322.6,1.01,normal
3.38,76.11,168.41,1.31,normal
5.3,83.46,334.62,1.47,normal
5.73,66.34,305.55,0.03,normal
4.13,66.34,189.05,4.01,abnormal
5.75,84.08,212.84,1.07,normal
3.38,84.22,171.74,0.82,normal
2.04,81.99,329.82,0.25,normal
4.41,65.01,172.52,1.13,normal
4.05,78.39,176.47,0.74,normal
3.38,67.43,193.65,0.11,normal
3.19,70.29,159.84,1.44,normal
2.19,98.64,208.8,0.06,abnormal
3.72,70.7,160.58,0.68,normal
5.33,72.97,256.84,1.39,normal
5.16,78.35,184.06,3.93,abnormal
2.65,66.85,248.32,1.23,normal
2.73,77.57,202.22,1.4,normal
4.29,71.8,315.95,1.18,normal
3.75,80.16,323.32,0.35,normal
0.63,81.96,185.44,1.02,abnormal
2.12,69.58,300.05,1.44,normal
5.14,76.77,293.84,0.64,normal
5.98,74.07,290.02,0.6,normal
0.7,75.37,311.52,1.29,abnormal
5.06,72.52,178.73,0.99,normal
2.9,71.99,284.78,0.13,normal
5.49,72.32,305.46,0.81,normal
2.42,70.3,263.89,1.1,normal
5.08,68.48,346.34,0.21,normal
5.88,80.1,340.98,0.84,normal
4.73,69.7,274.69,0.81,normal
5.47,84.06,175.37,1.38,normal
14.66,78.84,195.96,1.26,abnormal
4.88,79.34,200.15,1.45,normal
3.19,77.11,319.23,0.91,normal
2.26,66.68,219.36,0.94,normal
5.85,80.02,157.16,0.98,normal
5.69,69.71,258.79,0.67,normal
4.16,84.44,187.35,1.4,normal
3.52,66.56,272.8,1.08,normal
3.85,77.21,248.49,0.81,normal
5.66,75.12,1002.98,0.23,abnormal
4.06,91.96,348.84,0.06,abnormal
3.27,75.49,229.72,0.28,normal
2.95,66.04,203.87,0.04,normal
